,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE: VACUUM TRUCK MOVEMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-Of-Line Quarterly Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suncor Energy (U.S.A.), Inc. Commerce City Refinery ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Aqueous Phase Data,,,,,,,Organic Phase Data,,,,,,,,,,,,,
06/04/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - OLD APIs D BAY,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,NO,TO,NO,YES,120,"5,040",10-30%,30.0%,1,<0.01,Stripped Sour Water,YES,"5,719",<0.01,70%,0.85,0.63,Stripped Sour Water,NO,"11,342",<0.01,YES,17.06,0.42,<0.001,<0.001,<0.001,
06/04/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CENTRIFUGE GOOD FRAC TANK,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,"7,026",11.48,YES,7.98,"1,439.47",0.01,0.01,-,
06/04/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CENTRIFUGE CONTAINMENT ,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,5,210,99%,99.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,786,<0.01,1%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,7,0.01,YES,0.79,23.82,<0.001,<0.001,<0.001,
06/04/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",10-30%,30.0%,1,4.08,TK-4507 Waste Water Tank,YES,"2,859",0.01,70%,0.85,509.58,TK-4507 Waste Water Tank,NO,"5,671",2.89,YES,8.53,340.14,<0.001,<0.001,-,
06/05/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,4,168,>90%,90.0%,1,2.07,All Groundwater,YES,572,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,48,0.36,YES,0.62,580.76,<0.001,<0.001,-,
06/05/2013,LV-7,METRO,Metro - West of the ditch,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,6,252,99%,99.0%,1,2.07,All Groundwater,YES,944,<0.01,1%,0.76,"7,457.5",Remediation Oil,YES,7,0.05,YES,0.95,58.67,<0.001,<0.001,<0.001,
06/05/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,12,504,>90%,90.0%,1,2.07,All Groundwater,YES,"1,716",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,144,1.08,YES,1.86,580.76,<0.001,<0.001,<0.001,
06/05/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,8,336,>90%,90.0%,1,2.07,All Groundwater,YES,"1,144",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,96,0.72,YES,1.24,580.76,<0.001,<0.001,-,
06/05/2013,LV-3,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/BILL P,NO, VAC PAD,NO,YES,35,"1,470",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"5,310",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,210,<0.01,YES,5.52,0.48,<0.001,<0.001,<0.001,
06/05/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/BILL P,YES, VAC PAD,NO,NO,33,"1,386",>90%,95.5%,1,24,Crude,NO,"5,006",0.12,5%,0.79,"2,400",Crude,NO,186,0.45,YES,5.19,109.27,<0.001,<0.001,-,
06/05/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 55 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/BILL P,YES, VAC PAD,NO,NO,2,84,>90%,95.5%,1,110.13,Post-GBR Gasoline,NO,303,0.03,5%,0.75,"11,012.5",Post-GBR Gasoline,NO,11,0.12,YES,0.31,482.27,<0.001,<0.001,-,
06/05/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - METER PROVING,DIESEL,PLANT 1 - VAC PAD/BILL P,YES, VAC PAD,NO,NO,2,84,<10%,10.0%,1,0.02,DIESEL,NO,32,<0.01,90%,0.86,2,DIESEL,NO,246,<0.01,YES,0.28,1.77,<0.001,<0.001,-,
06/05/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD/BILL P,NO, VAC PAD,NO,YES,2,84,99%,99.0%,1,<0.01,Stormwater,NO,315,<0.01,1%,0.85,0.03,Stormwater,NO,3,<0.01,YES,0.32,<0.001,<0.001,<0.001,<0.001,
06/05/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - CRUDE UNLOADING SUMP,OILY WATER,PLANT 1 - VAC PAD/BILL P,NO, VAC PAD,NO,YES,3,126,>90%,90.0%,1,24,CRUDE,NO,429,0.01,10%,0.79,"2,400",CRUDE,NO,38,0.09,YES,0.47,215.73,<0.001,<0.001,<0.001,
06/05/2013,LV-2,PLANT 1 - UNIT 012 - RAIL ROAD TANK CAR LOADING ,PLANT 1 - METER PROVING,DIESEL,PLANT 1 - TANK 58/TERRY S,YES,TK-58,NO,NO,5,210,<10%,10.0%,1,0.02,DIESEL,NO,79,<0.01,90%,0.86,2,DIESEL,NO,615,<0.01,YES,0.69,1.77,<0.001,<0.001,-,
06/05/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,60,"2,520",>90%,90.0%,1,4.08,TK-4507 Waste Water Tank,YES,"8,578",0.03,10%,0.85,509.58,TK-4507 Waste Water Tank,NO,810,0.41,YES,9.39,47.70,<0.001,<0.001,-,
06/05/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",10-30%,30.0%,1,4.08,TK-4507 Waste Water Tank,YES,"2,859",0.01,70%,0.85,509.58,TK-4507 Waste Water Tank,NO,"5,671",2.89,YES,8.53,340.14,<0.001,<0.001,-,
06/05/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OIL,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,7,294,>90%,90.0%,,3.52,TK-60 Equalization Tank Aqueous,NO,#VALUE!,#VALUE!,10%,0.85,"1,230",TK-60 Equalization Tank,NO,95,0.12,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
06/05/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CENTRIFUGE CONTAINMENT ,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,5,210,99%,99.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,786,<0.01,1%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,7,0.01,YES,0.79,23.82,<0.001,<0.001,<0.001,
06/05/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,3,126,99%,99.0%,1,24,Crude,NO,472,0.01,1%,0.79,"2,400",Crude,NO,4,<0.01,YES,0.48,42.81,<0.001,<0.001,<0.001,
06/05/2013,LV-1,PLANT 2 - UNIT 410 - #2 OMD LOADING RACKS,PLANT 2 - BAY 1,OILY STORM WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,<0.01,STORMWATER,NO,"1,573",<0.01,1%,0.85,0.03,STORMWATER,NO,14,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
06/05/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 26 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,32,"1,344",99%,95.5%,1,24,CRUDE,NO,"4,855",0.12,5%,0.79,"2,400",CRUDE,NO,181,0.43,YES,5.04,109.27,<0.001,<0.001,-,
06/05/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 20 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,99%,95.5%,1,46.1,Tank 20 Water Draw,NO,"2,276",0.1,5%,0.85,"5,762.5",Tank 20 Water Draw,NO,91,0.53,YES,2.37,266.24,<0.001,<0.001,<0.001,
06/05/2013,LV-4,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,65,"2,730",>90%,90.0%,1,11.33,T-101 Underground Storage Tank Aqueous,YES,"9,293",0.11,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,891,1.02,YES,10.18,110.47,<0.001,-,-,
06/06/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,3,126,>90%,90.0%,1,2.07,All Groundwater,YES,429,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,36,0.27,YES,0.47,580.76,<0.001,<0.001,-,
06/06/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,9,378,>90%,90.0%,1,2.07,All Groundwater,YES,"1,287",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,108,0.81,YES,1.4,580.76,<0.001,<0.001,<0.001,
06/06/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,6,252,>90%,90.0%,1,2.07,All Groundwater,YES,858,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,72,0.54,YES,0.93,580.76,<0.001,<0.001,-,
06/06/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,4,168,<10%,10.0%,1,2.07,All Groundwater,YES,64,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,433,3.23,YES,0.5,"6,503.68",<0.001,<0.001,-,
06/06/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,8,336,<10%,10.0%,1,2.07,All Groundwater,YES,127,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,866,6.46,YES,0.99,"6,503.68",<0.011,<0.011,-,
06/06/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,3,126,<10%,10.0%,1,2.07,All Groundwater,YES,48,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,325,2.42,YES,0.37,"6,503.68",<0.001,<0.001,-,
06/06/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,9,378,<10%,10.0%,1,2.07,All Groundwater,YES,143,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,975,7.27,YES,1.12,"6,503.68",<0.011,<0.011,-,
06/06/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1N - Tank 29,GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,3,126,<10%,10.0%,1,2.07,All Groundwater,YES,48,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,325,2.42,YES,0.37,"6,503.68",<0.001,<0.001,-,
06/06/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY WATER,PLANT 1 - VAC PAD/BILL P,NO, VAC PAD,YES,NO,4,168,>90%,90.0%,1,25.6,Denver Truck Terminal Aqueous,YES,572,0.01,10%,0.77,"6,753.33",Denver Truck Terminal Oil,YES,49,0.33,YES,0.62,556.04,<0.001,-,-,
06/06/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,DIESEL AND GAS,PLANT 1 - VAC PAD/JOE HOWARD,NO, VAC PAD,YES,NO,18,756,<10%,10.0%,1,25.6,Denver Truck Terminal Aqueous,YES,286,<0.01,90%,0.77,"6,753.33",Denver Truck Terminal Oil,YES,"1,982",13.39,YES,2.27,"5,905.26",0.01,-,-,
06/06/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-189 MATERIAL,DIESEL,PLANT 1 - TANK 58/CHRIS K,YES,TK-58,NO,NO,60,"2,520",<10%,10.0%,1,0.02,DIESEL,NO,953,<0.01,90%,0.86,2,DIESEL,NO,"7,377",0.01,YES,8.33,1.77,<0.001,<0.001,-,
06/06/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2004 - CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD/BILL P,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,<0.01,Stormwater,NO,"1,573",<0.01,1%,0.85,0.03,Stormwater,NO,14,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
06/06/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-385 WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/BILL P,NO, VAC PAD,NO,YES,3,126,>90%,95.5%,1,0.02,Diesel,NO,455,<0.01,5%,0.86,2,Diesel,NO,18,<0.01,YES,0.47,0.10,<0.001,<0.001,<0.001,
06/06/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD/BILL P,NO, VAC PAD,NO,YES,1,42,<10%,10.0%,1,-0-,Ethanol,NO,16,-0-,90%,0.79,-0-,Ethanol,NO,113,-0-,YES,0.13,-0.00-,-0.00-,-0.00-,-0.00-,
06/06/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - FLARE SUMP,WATER,PLANT 1 - VAC PAD/BILL P,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,4.03,"Knockout Water, Fuel Gas (Hydrocraker)",NO,"1,573",<0.01,1%,0.73,"3,150","Knockout Water, Fuel Gas (Hydrocraker)",NO,12,0.04,YES,1.58,27.06,<0.001,<0.001,<0.001,
06/06/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 58 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/BILL P,YES, VAC PAD,NO,NO,30,"1,260",>90%,95.5%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"4,551",0.05,5%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,176,0.29,YES,4.73,70.80,<0.001,<0.001,-,
06/06/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/BILL P,NO, VAC PAD,NO,YES,30,"1,260",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"4,551",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,180,<0.01,YES,4.73,0.48,<0.001,<0.001,<0.001,
06/06/2013,LV-106,PLANT 1 - UNIT 092 - AMINE,D-144,AMINE MATERIAL,PLANT 1 - GREEN FRAC TANK IN GOHDS ALLEY NEXT TO #3HDS,NO,Uncontrolled Source,NO,YES,20,840,<10%,10.0%,1,0.52,Amine Regenerator Reflux,NO,318,<0.01,90%,1.1,52,Amine Regenerator Reflux,NO,"3,145",0.16,YES,3.46,47.28,<0.001,<0.001,<0.001,
06/06/2013,LV-106,PLANT 1 - LABORATORY,3RD LAGOON,WATER,PLANT 1 - GREEN FRAC TANK BY VAC PAD,NO, VAC PAD,NO,YES,25,"1,050",99%,99.0%,1,1.05,Fourth Lagoon,YES,"3,932",<0.01,1%,0.85,1.05,Fourth Lagoon,YES,34,<0.01,YES,3.97,1.05,<0.001,<0.001,<0.001,
06/06/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,50,"2,100",99%,95.5%,1,24,Crude,NO,"7,585",0.18,5%,0.79,"2,400",Crude,NO,282,0.68,YES,7.87,109.27,<0.001,<0.001,-,
06/06/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 20 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,5,210,99%,95.5%,1,46.1,Tank 20 Water Draw,NO,759,0.03,5%,0.85,"5,762.5",Tank 20 Water Draw,NO,30,0.18,YES,0.79,266.24,<0.001,<0.001,<0.001,
06/06/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 57 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,99%,95.5%,1,0.6,Jet,NO,759,<0.01,5%,0.79,60,Jet,NO,28,<0.01,YES,0.79,2.74,<0.001,<0.001,-,
06/06/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 62 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,2,84,99%,95.5%,1,0.6,Jet,NO,303,<0.01,5%,0.79,60,Jet,NO,11,<0.01,YES,0.31,2.74,<0.001,<0.001,-,
06/06/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 45 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,2,84,99%,95.5%,1,0.02,Diesel,NO,303,<0.01,5%,0.86,2,Diesel,NO,12,<0.01,YES,0.32,0.10,<0.001,<0.001,<0.001,
06/06/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,120,"5,040",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,906",0.02,90%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,"14,051",22.95,YES,15.96,"1,439.47",0.02,0.02,-,
06/06/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",10-30%,30.0%,1,4.08,TK-4507 Waste Water Tank,YES,"2,859",0.01,70%,0.85,509.58,TK-4507 Waste Water Tank,NO,"5,671",2.89,YES,8.53,340.14,<0.001,<0.001,-,
06/06/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - OLD APIs D BAY,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,NO,TO,NO,YES,25,"1,050",10-30%,30.0%,1,<0.01,Stripped Sour Water,YES,"1,191",<0.01,70%,0.85,0.63,Stripped Sour Water,NO,"2,363",<0.01,YES,3.55,0.42,<0.001,<0.001,<0.001,
06/06/2013,LV-4,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,120,"5,040",>90%,90.0%,1,11.33,T-101 Underground Storage Tank Aqueous,YES,"17,157",0.19,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,"1,645",1.88,YES,18.8,110.47,<0.001,-,-,
06/07/2013,LV-7,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,WBTR RED DRAGON VAPOR EXTRACTOR UNIT,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,5,210,99%,99.0%,1,2.07,All Groundwater,YES,786,<0.01,1%,0.76,"7,457.5",Remediation Oil,YES,6,0.04,YES,0.79,58.67,<0.001,<0.001,<0.001,
06/07/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,4,168,>90%,90.0%,1,2.07,All Groundwater,YES,572,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,48,0.36,YES,0.62,580.76,<0.001,<0.001,-,
06/07/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,10,420,>90%,90.0%,1,2.07,All Groundwater,YES,"1,430",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,120,0.9,YES,1.55,580.76,<0.001,<0.001,<0.001,
06/07/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,6,252,>90%,90.0%,1,2.07,All Groundwater,YES,858,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,72,0.54,YES,0.93,580.76,<0.001,<0.001,-,
06/07/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 80 - WATER DRAW,GASOLINE,PLANT 1 - TANK 58/TERRY S,YES,TK-58,NO,NO,33,"1,386",<10%,95.5%,1,56.2,Debut Gasoline,NO,"5,006",0.28,5%,0.75,"5,620",Debut Gasoline,NO,177,1,YES,5.18,246.36,<0.001,<0.001,-,
06/07/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD/TIM S,YES, VAC PAD,NO,NO,50,"2,100",>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,634,1.36,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
06/07/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 776 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/TIM S,YES, VAC PAD,NO,NO,3,126,>90%,95.5%,1,24,Crude,NO,455,0.01,5%,0.79,"2,400",Crude,NO,17,0.04,YES,0.47,109.27,<0.001,<0.001,-,
06/07/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 778 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/TIM S,YES, VAC PAD,NO,NO,2,84,>90%,95.5%,1,24,Crude,NO,303,<0.01,5%,0.79,"2,400",Crude,NO,11,0.03,YES,0.31,109.27,<0.001,<0.001,-,
06/07/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/TIM S,YES, VAC PAD,NO,NO,40,"1,680",>90%,95.5%,1,24,Crude,NO,"6,068",0.15,5%,0.79,"2,400",Crude,NO,226,0.54,YES,6.29,109.27,<0.001,<0.001,-,
06/07/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 1 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/TIM S,YES, VAC PAD,NO,NO,4,168,>90%,95.5%,1,3.2,NAPHTHA,NO,607,<0.01,5%,0.76,320,NAPHTHA,NO,22,<0.01,YES,0.63,14.14,<0.001,<0.001,-,
06/07/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 67 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/TIM S,YES, VAC PAD,NO,NO,4,168,>90%,95.5%,1,376,"NAPHTHA, LIGHT",NO,607,0.23,5%,0.67,"37,600","NAPHTHA, LIGHT",NO,19,0.72,YES,0.63,"1,511.92",<0.001,<0.001,-,
06/07/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 34 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/TIM S,YES, VAC PAD,NO,NO,2,84,>90%,95.5%,1,110.13,Post-GBR Gasoline,NO,303,0.03,5%,0.75,"11,012.5",Post-GBR Gasoline,NO,11,0.12,YES,0.31,482.27,<0.001,<0.001,-,
06/07/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 58 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/TIM S,YES, VAC PAD,NO,NO,10,420,>90%,95.5%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,517",0.02,5%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,59,0.1,YES,1.58,70.80,<0.001,<0.001,-,
06/07/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/TIM S,YES, VAC PAD,NO,NO,5,210,>90%,95.5%,1,4,DISTILLATE,NO,759,<0.01,5%,0.84,400,DISTILLATE,NO,30,0.01,YES,0.79,19.03,<0.001,<0.001,-,
06/07/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/TIM S,NO, VAC PAD,NO,YES,20,840,>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"3,034",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,120,<0.01,YES,3.15,0.48,<0.001,<0.001,<0.001,
06/07/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 76 - CONTAINMENT,OILY WATER,PLANT 1 - VAC PAD/TIM S,NO, VAC PAD,NO,YES,1,42,>90%,90.0%,1,<0.01,Stormwater,NO,143,<0.01,10%,0.85,0.03,Stormwater,NO,14,<0.01,YES,0.16,<0.001,<0.001,<0.001,<0.001,
06/07/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,57,"2,394",99%,95.5%,1,24,Crude,NO,"8,647",0.21,5%,0.79,"2,400",Crude,NO,322,0.77,YES,8.97,109.27,<0.001,<0.001,-,
